,News_Heading,Views_per_day,review_text
3353,Twitter Deal: Elon Musk seeks to put in less money | Business News | WION,533.0,twitter deal elon musk seek put le money business
3354,US manufacturing activity slowest in more than a year as workers quit | Business News | WION,400.0,u manufacturing activity slowest year worker quit business
3355,"Italy: Economic outlook darkens, unveils new stimulus plan | Business News | Latest English News",307.0,italy economic outlook darkens unveils new stimulus plan business
3356,"Chip shortage continues to dent auto sales; Hyundai, Maruti witness decline | Business News | WION",293.0,chip shortage continues dent auto sale hyundai maruti witness decline business
3357,India's Insurance giant LIC set to go public | Business News | Latest English News | WION,270.0,india insurance giant lic set go public business
3358,"Indian PM Modi’s 3-day Europe trip: After Germany, Narendra Modi to visit Denmark today | WION",900.0,indian pm modi day europe trip germany narendra modi visit denmark today
3359,"Ukraine invasion: Russia plans to annexe Ukraine's Donetsk, Luhansk | Latest World News | WION",2900.0,ukraine invasion russia plan annexe ukraine donetsk luhansk
3360,European Union likely to approve Russian oil embargo | International News | WION,2533.0,european union likely approve russian oil embargo international
3361,"'She is innocent, proper hearing should be conducted,' Imran Khan on charges against Farah Khan",867.0,innocent proper hearing conducted imran khan charge farah khan
3362,EU: Apple has unfairly shielded its Apple pay wallets | Business News | Latest World News | WION,967.0,eu apple unfairly shielded apple pay wallet business
3363,North and Central India face scorching temperatures | WION Climate Tracker | English News,633.0,north central india face scorching temperature climate tracker
3364,Pakistan: 8 hour power cuts in cities | Latest English News | World News | WION Climate Tracker,467.0,pakistan eight hour power cut city climate tracker
3365,Study: Climate change accounts for 5 million deaths annually | WION Climate Tracker,227.0,study climate change account five million death annually climate tracker
3366,"Indian PM Narendra Modi concludes Berlin visit, next stop Denmark's Copenhagen | World News | WION",2067.0,indian pm narendra modi concludes berlin visit next stop denmark copenhagen
3367,Mediterranean seagrass under threat: Tunisian economy depends on seagrass | World English News,310.0,mediterranean seagrass threat tunisian economy depends seagrass
3368,Study: Alarming rise in New Zealand's sea levels | World Latest English News | WION Climate Tracker,1767.0,study alarming rise new zealand sea level climate tracker
3369,"US: A Powerful tornado tears through Kansas, no fatalities reported | World English News | WION",433.0,u powerful tornado tear kansa no fatality reported
3370,Ocean warming rising worldwide as major greenhouse gases continue to rise | World English News,433.0,ocean warming rising worldwide major greenhouse gas continue rise
3371,Extreme heatwave grips Pakistan as it records the hottest March since 1961 | World English News,333.0,extreme heatwave grip pakistan record hottest march since one thousand nine hundred sixty one
3372,"North India faces blistering heat: Schools shut, health & fire alerts issued in several states",567.0,north india face blistering heat school shut health fire alert issued several state
3373,Gravitas Global Headlines: Denmark & Sweden summon Russian envoys | European Union vs Apple,280.0,global headline denmark sweden summon russian envoy european union v apple
3374,"Gravitas: In Europe, PM Modi warns about the perils of war",15667.0,europe pm modi warns peril war
3375,Gravitas: Pakistan gets $8 billion bailout from Saudi Arabia,18867.0,pakistan get billion bailout saudi arabia
3376,Gravitas: Germany files a case against Italy at ICJ,3367.0,germany file case italy icj
3377,"Gravitas: ""Sikh Independence Day"" celebrated in Connecticut",4233.0,sikh independence day celebrated connecticut
3378,PM Modi addresses community reception in Germany: 'India voted for political stability' | WION,933.0,pm modi address community reception germany india voted political stability
3379,Gravitas: Russia quits the International Space Station,11167.0,russia quits international space station
3380,Gravitas: Indian authorities seize Xiaomi assets worth $725 million,15133.0,indian authority seize xiaomi asset worth million
3381,Watch: Skies in Iraq turn orange after dust storm | WION Shorts,467.0,watch sky iraq turn orange dust storm short
3382,Gravitas: New chapter in India-Europe ties?,9100.0,new chapter india europe tie
3383,All the times humanity tried to communicate with aliens | WION Originals,2067.0,time humanity tried communicate alien original
3384,The West Asia Post: Christians celebrate 'Holy fire' ceremony,303.0,west asia post christian celebrate holy fire ceremony
3385,South Asia Diary | Afghan women's football team reunites,93.0,south asia diary afghan woman football team reunites
3386,South Asia Diary | Karachi running out of space for graves,140.0,south asia diary karachi running space graf
3387,South Asia Diary | Sri Lanka stares at a medical emergency,157.0,south asia diary sri lanka stare medical emergency
3388,South Asia Diary | Is Nepal going the Sri Lanka way?,333.0,south asia diary nepal going sri lanka way
3389,The legend of the Ghost of Kyiv: How the 'Ghost of Kyiv' legend was born | World English News,1300.0,legend ghost kyiv ghost kyiv legend born
3390,"Gravitas LIVE with Palki Sharma: Modi in Europe | In Germany, PM Modi warns about the perils of war",8467.0,modi europe germany pm modi warns peril war
3391,No end to Israel-Palestine conflict: Hamas leader praises recent attacks | World English News | WION,2400.0,no end israel palestine conflict hamas leader praise recent attack
3392,Indian PM Modi holds talks with German Chancellor Scholz: Ukraine remains the key focus | WION,400.0,indian pm modi hold talk german chancellor scholz ukraine remains key focus
3393,South Asia Diary | Nepal bans import of luxuries | Is Nepal going the Sri Lanka way?,193.0,south asia diary nepal ban import luxury nepal going sri lanka way
3394,"India, Germany hold joint briefing after 6th India-Germany consultations | World English News | WION",533.0,india germany hold joint briefing th india germany consultation
3395,US: Indian-American Nand Mulchandani appointed as CIA's first-ever CTO | World English News | WION,533.0,u indian american nand mulchandani appointed cia first ever cto
3396,US-UK first high-level talks on Taiwan | Advanced talks on Chinese threat | World English News,2433.0,u uk first high level talk taiwan advanced talk chinese threat
3397,PM Modi in Europe: Indian PM holds talks with German Chancellor Olaf Scholz | World English News,233.0,pm modi europe indian pm hold talk german chancellor olaf scholz
3398,Uganda sees a surge in domestic tourism as it witnesses a post-pandemic boom | World English News,233.0,uganda see surge domestic tourism witness post pandemic boom
3399,The Good Life | Tabata: A 20-minute intense workout approved by celebrities | World English News,187.0,good life tabata minute intense workout approved celebrity
3400,"WION Live: PM Modi holds bilateral talks with German Chancellor | Direct from Washington, D.C.",467.0,pm modi hold bilateral talk german chancellor direct washington c
3401,Zuma's corruption enquiry: Former South African President under scrutiny | World English News,200.0,zuma corruption enquiry former south african president scrutiny
3402,Israel demands an apology from Russia over Lavrov's Hitler comments | World English News | WION,5800.0,israel demand apology russia lavrov hitler comment
3403,Indian PM Modi in Berlin: The future of India-Germany ties | World Latest English News | WION,207.0,indian pm modi berlin future india germany tie
3404,A treat for beatles fans: Paul McCartney duets with archival footage of John Lennon | English News,190.0,treat beatles fan paul mccartney duet archival footage john lennon
3405,Labour day rallies around the world: Workers in Europe urge for more as inflation bites,127.0,labour day rally around worker europe urge inflation bite
3406,Nancy Pelosi's unannounced trip to Kyiv: US House speaker meets Ukraine President Zelensky | WION,367.0,nancy pelosi unannounced trip kyiv u house speaker meet ukraine president zelensky
3407,Ukrainians head to safety after ceasefire ordeal as evacuation is underway in Mariupol | WION,633.0,ukrainian head safety ceasefire ordeal evacuation underway mariupol
